Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Fire-2nd Alarm,34 Rochester Avenue,Brooklyn,40547.33396,40547.81127,40.67797414,-73.92748377
Fire-1st Alarm,625 Atlantic Avenue,Brooklyn,40544.48884,40544.51891,40.68345651,-73.97561562
Fire-2nd Alarm,,Brooklyn,40542.99789,40543.12807,,
Fire-2nd Alarm,135-07 Liberty Avenue,Queens,40542.04115,40542.18475,40.69168208,-73.81169803
Fire-1st Alarm,1025 East 163rd Street,Bronx,40541.47392,40541.54207,40.82099163,-73.891971
Fire-5th Alarm,1959 University Avenue,Bronx,40528.23991,40540.47816,40.85419218,-73.91195038
Law Enforcement-Suspicious Package,79-01 Broadway,Queens,40537.6253,40537.64074,40.74441606,-73.88609724
Fire-3rd Alarm,122-11 142 Place,Queens,40535.50286,40535.67019,40.67508055,-73.79809594
Law Enforcement-Suspicious Package,4264 White Plains Road,Bronx,40534.85338,40534.90475,40.8951257,-73.85640712
Medical-Public Health,201 West 70 Street,Manhattan,40534.57363,40534.88856,40.77748765,-73.98300829
Law Enforcement-Suspicious Package,66-26 Metropolitan Avenue,Queens,40534.60822,40534.68203,40.71237124,-73.89202801
Fire-4th Alarm,161 Hendrix Street,Brooklyn,40523.05813,40534.49818,40.67856281,-73.89086776
Law Enforcement-Suspicious Package,304 East 45 Street,Manhattan,40534.32575,40534.35473,40.75156925,-73.97039337
Fire-2nd Alarm,216 East 36 St.,New York City,40532.04987,40532.15044,40.74654769,-73.97611943
Fire-2nd Alarm,5311 4 avenue,Brooklyn,40532.01346,40532.13127,40.64466074,-74.01444267
Law Enforcement-Mobilization,Vernon Avenue & Marcy Avenue,Brooklyn,40531.62446,40532.03852,40.69463824,-73.94905935
Fire-2nd Alarm,374 Utica Avenue,Brooklyn,40531.61578,40531.76466,40.66552352,-73.93144433
Fire-2nd Alarm,210 Skillman Street,Brooklyn,40531.35323,40531.55813,40.69191303,-73.95659079
Medical-EMS MCI (Multiple Casualty Incident),58-17 Woodside Avenue,Queens,40530.72108,40531.4409,40.74560352,-73.90628353
Fire-10-76 (Commercial High Rise Fire),460 Park Avenue South,Manhattan,40530.50446,40530.54405,40.74509142,-73.98280363
Fire-2nd Alarm,103-45 97 St,Queens,40529.69008,40529.69008,40.68183654,-73.84276178
Law Enforcement-Mobilization,167-01 Gothic Drive,Queens,40529.59225,40529.64753,40.7132177,-73.79723734
Fire-1st Alarm,151 East 25 Street,Manhattan,40528.45688,40528.50611,40.74051322,-73.98312958
Law Enforcement-Other,,New York City,40514.49028,40527.93118,40.64300354,-74.0757717
Fire-3rd Alarm,400 East Tremont,Bronx,40526.04101,40527.41836,40.84762605,-73.90082293
Fire-1st Alarm,1270 Ryawa Avenue,Bronx,40527.35596,40527.40343,40.80474194,-73.88532216
Fire-2nd Alarm,18-38 29 Street,Brooklyn,40526.1822,40526.87501,40.70817133,-73.95069435
Fire-2nd Alarm,310 Lenox Rd,Brooklyn,40526.4235,40526.86021,40.65420492,-73.9489749
Fire-2nd Alarm,595 East 170th Street,Bronx,40525.74751,40525.92336,40.83438563,-73.90090048
Fire-2nd Alarm,132-12 111 Avenue,Queens,40525.58218,40525.66534,40.68359389,-73.81043729
Medical-Injured City Worker,Montague Street & Clinton Street,Brooklyn,40524.82012,40524.9641,40.69427598,-73.99242349
Fire-10-77 (Residential High Rise Fire),333 East 46 Street,Manhattan,40523.63616,40524.63939,40.75201091,-73.96946198
Fire-Sensitive Location,200 Central Park West,Manhattan,40523.6517,40523.75081,40.78131173,-73.97225418
Law Enforcement-Device,183 Lorraine Street,Brooklyn,40523.21355,40523.251,40.67310578,-74.00229999
Fire-School,260 West Kingsbridge Road,Bronx,40522.61635,40522.67236,40.87289473,-73.90524356
Law Enforcement-Suspicious Package,Parsons Boulevard & Archer Avenue,Queens,40521.5198,40521.59662,,
Fire-3rd Alarm,104-03 180 St,Queens,40513.80755,40520.54821,40.70484412,-73.77970167
Fire-10-76 (Commercial High Rise Fire),340 West 40th Street,Manhattan,40520.4981,40520.52644,40.75646391,-73.99196884
Fire-2nd Alarm,,Brooklyn,40520.00318,40520.13876,,
Fire-2nd Alarm,867 New Jersey Avenue,Brooklyn,40516.5483,40516.61934,40.65837356,-73.88940144
Law Enforcement-Suspicious Package,,Brooklyn,40513.1567,40513.20535,,
Medical-Public Health,175-01 Van Wyck Expressway,Queens,40511.60691,40511.61711,40.64622,-73.78571
Fire-10-76 (Commercial High Rise Fire),1500 Broadway,Manhattan,40510.51071,40510.58196,40.75685583,-73.98597337
Fire-Sensitive Location,1874 Washington Avenue,Bronx,40509.58132,40509.66137,40.84638608,-73.89840313
Fire-Explosion,107-55 108 Street,Queens,40508.58153,40508.70742,40.68128421,-73.83258851
Fire-3rd Alarm,2610 Frederick Douglass Blvd,Manhattan,40506.39977,40507.52059,40.81908843,-73.94464305
Fire-4th Alarm,85 Hemlock Street,Brooklyn,40503.62456,40507.43039,40.68809536,-73.87215963
Fire-1st Alarm,1101 Thomas Boyland St,Brooklyn,40506.62382,40506.86988,40.65332698,-73.90946568
Fire-3rd Alarm,85 Hemlock Street,Brooklyn,40503.61939,40506.29645,40.68809536,-73.87215963
Medical-Public Health,21 Spencer Place,Brooklyn,40501.49374,40505.80399,40.68141073,-73.95449566
Fire-2nd Alarm,1434 Flatbush Avenue,Brooklyn,40500.03759,40504.49051,40.63557952,-73.95059607
Medical-Public Health,462 First Avenue,Manhattan,40473.55605,40503.74983,40.73917269,-73.97686183
Medical-Public Health,32 Belmont Avenue,Brooklyn,40499.63807,40503.72306,40.6685987,-73.90915657
Law Enforcement-Device,2800 Ocean Parkway,Brooklyn,40502.80816,40503.21701,40.58168045,-73.96730783
Fire-2nd Alarm,2332 University Ave,Bronx,40502.82672,40502.97742,40.86129097,-73.90623981
Law Enforcement-Explosion,,Queens,40502.63574,40502.65622,40.65513,-73.79936
Fire-Manhole,66 Street  & 16 Avenue,Brooklyn,40500.70615,40501.55932,40.62139125,-73.99554768
Fire-2nd Alarm,143 West 108 Street,Manhattan,40501.15788,40501.29075,40.80109046,-73.96319083
Fire-1st Alarm,171 West 140 Street,Manhattan,40500.79925,40500.8347,40.81812573,-73.94053604
Medical-Public Health,270 E 167 Street,Bronx,40500.45272,40500.51538,40.83313085,-73.9140272
Medical-Other,West 39th Street & 7th Avenue,Manhattan,40498.77238,40499.65977,40.75413056,-73.98833448
Fire-Manhole,Broadway  & Barclay Street,Manhattan,40498.62375,40498.79472,40.7119934,-74.00810155
Fire-2nd Alarm,184-13 140 Avenue,Queens,40497.98969,40498.19678,40.71400286,-73.82998687
Fire-Explosion,23-58 36 Street,Queens,40494.62262,40495.87255,40.77135914,-73.91187577
Fire-1st Alarm,590 Fort Washington Avenue,Manhattan,40490.47153,40493.62345,40.85460658,-73.9370368
Fire-2nd Alarm,26 East 129th Street,Manhattan,40491.39839,40492.25703,40.80851311,-73.93937062
Law Enforcement-Other,109-08 Liberty Avenue,Queens,40473.88402,40491.37141,40.68414707,-73.83262819
Fire-1st Alarm,234 West 31st Street,Manhattan,40488.76385,40488.83156,40.74956369,-73.9931246
Law Enforcement-Suspicious Package,237-28 Davenport Ave,Queens,40487.90019,40488.12596,40.72614547,-73.73030791
Law Enforcement-Suspicious Package,247-67 Jericho Turnpike,Queens,40487.77301,40487.82113,40.72580055,-73.7192079
Fire-2nd Alarm,821 East 224 Street,Bronx,40487.08185,40487.18998,40.88592916,-73.85713582
Fire-2nd Alarm,376 East 94 Street,Brooklyn,40486.78926,40486.95663,40.65729823,-73.91996998
Fire-1st Alarm,37 East 60 Street,New York City,40486.70667,40486.82297,40.7640771,-73.97060441
Law Enforcement-Suspicious Package,Third Avenue  & East 188 Street,Bronx,40486.72706,40486.75156,,
Fire-Sensitive Location,274 Garfield Place,Brooklyn,40486.23575,40486.49484,40.67090434,-73.97415662
Fire-1st Alarm,2486 Davidson Ave,Bronx,40470.59001,40485.38906,40.86370238,-73.90153286
Fire-2nd Alarm,126-03 116th Ave,Queens,40485.16955,40485.32863,,
Fire-2nd Alarm,3356 Seymour Avenue,Bronx,40484.21828,40484.3001,40.87565627,-73.84870121
Fire-2nd Alarm,3022 Barnes Avenue,Bronx,40483.82345,40483.94362,40.87061964,-73.86332482
Fire-2nd Alarm,335 Rockaway Avenue,Brooklyn,40354.9038,40483.85819,40.67175133,-73.91124674
Fire-Other,94-39 213th Street,Queens,40483.44381,40483.60642,40.71710809,-73.74527188
Fire-1st Alarm,28 East 48 Street,Manhattan,40372.5869,40483.52756,40.75650292,-73.97627829
Law Enforcement-Suspicious Package,East 46 Street & 5 Avenue,Manhattan,40440.58912,40483.52675,40.75603135,-73.97902528
Fire-2nd Alarm,9 E 78 Street,Manhattan,40445.63388,40483.52469,40.7760916,-73.96368486
Fire-10-77 (Residential High Rise Fire),,Brooklyn,40363.88956,40483.52372,,
Law Enforcement-Other,635 Madison Avenue,New York City,40380.617,40483.5235,40.76376711,-73.97126877
Fire-4th Alarm,4523 Hill Avenue,Bronx,40388.5876,40483.52306,40.89660724,-73.84128072
Fire-Haz Mat,330 belmont avenue,Brooklyn,40473.09134,40483.52223,40.67029361,-73.8977305
Fire-High Rise,260 65 street,Brooklyn,40413.10771,40483.52146,40.63982823,-74.02442609
Fire-4th Alarm,214 Rockaway Parkway,Brooklyn,40362.06922,40483.52116,40.66183328,-73.92093052
Law Enforcement-Other,1925 Schieffelin Avenue,Bronx,40318.46537,40483.52097,40.88500805,-73.84319261
Fire-3rd Alarm,1138 Bushwick Avenue,Brooklyn,40440.75906,40483.52078,40.689386,-73.91795905
Fire-School,100 Luten Avenue,Staten Island,40327.3834,40483.52044,40.5280913,-74.19203182
Fire-10-76 (Commercial High Rise Fire),151 West 34 Street,Manhattan,40483.14222,40483.18936,40.75043897,-73.98929516
Law Enforcement-Suspicious Package,1844 Brooklyn Avenue,Brooklyn,40464.15749,40480.826,40.6281615,-73.94135736
Fire-2nd Alarm,18-28 125 Street,Queens,40468.90264,40480.7355,40.7829677,-73.84315126
Medical-Other,190 Lily Pond Avenue,Staten Island,40479.12896,40479.17767,40.59856456,-74.06348156
Fire-Commercial,525 W 120 Street,Manhattan,40477.55634,40477.62619,40.8097161,-73.96009024
Law Enforcement-Suspicious Package,2495 Amsterdam Avenue,Manhattan,40476.47858,40476.53856,40.84972777,-73.92973998
Fire-Collapse,605 E 180 Street,Bronx,40473.3242,40473.43329,40.84935486,-73.891296
Fire-1st Alarm,910 McDonald Avenue,Brooklyn,40471.58888,40471.7308,40.63185774,-73.97738542
Law Enforcement-Suspicious Package,23-02 49 Avenue,Queens,40464.46728,40471.44997,40.74200895,-73.94660529
Law Enforcement-Suspicious Package,1115 Broadway,Manhattan,40471.33743,40471.40166,40.74291561,-73.9891845
LawEnforcement-Suspicious Package,Grand Concourse,Bronx,40468.46894,40468.78854,40.82541388,-73.92347498
Law Enforcement-Suspicious Package,West 31 Street & 7th Avenue,Manhattan,40467.93931,40467.99308,,
Fire-1st Alarm,200 East 161 St,Bronx,40465.82481,40465.83392,40.82633715,-73.92096268
Fire-2nd Alarm,781 Washington Avenue,Brooklyn,40465.38167,40465.78701,40.67327548,-73.96287924
Fire-2nd Alarm,28-18 Mott Avenue,Queens,40465.5519,40465.73749,40.6089842,-73.76537411
Law Enforcement-Suspicious Package,780 3 Ave,Manhattan,40458.64564,40465.39462,40.75475619,-73.97155419
Fire-2nd Alarm,1652 East 8 STreet,Brooklyn,40464.76913,40464.85895,40.60856783,-73.96502571
Fire-2nd Alarm,,Brooklyn,40464.73353,40464.80389,,
Law Enforcement-Other,,Brooklyn,40463.73638,40464.33929,40.75007145,-73.99206679
Law Enforcement-Suspicious Package,,Brooklyn,40463.93547,40463.95817,,
Medical-Public Health,38 Rutgers Street,Manhattan,40463.84193,40463.92024,40.71253946,-73.98996136
Fire-1st Alarm,375 Bristol Street,Brooklyn,40463.64476,40463.75417,40.66185869,-73.91065797
Law Enforcement-Suspicious Package,10 Richmond Plaza,Bronx,40462.34073,40462.37087,40.8516611,-73.9228086
Fire-2nd Alarm,,Brooklyn,40460.08424,40460.8831,,
Fire-10-76 (Commercial High Rise Fire),151 west 34 street,Manhattan,40460.50715,40460.5642,40.75043897,-73.98929516
Fire-Other,113-29 Queens Boulevard,Queens,40458.43802,40458.66704,40.71728553,-73.83510983
Fire-Haz Mat,150 Essex Street,Manhattan,40458.40031,40458.52962,40.72057584,-73.98714985
Fire-Haz Mat,192 East Broadway,Manhattan,40456.50466,40456.5236,40.71419717,-73.9886589
Fire-2nd Alarm,101-27 133 Street,Queens,40454.49765,40454.57014,40.69241063,-73.81411563
Law Enforcement-Suspicious Package,25-02 Astoria Boulevard,Queens,40454.42954,40454.47663,40.77127628,-73.92261295
Law Enforcement-Suspicious Package,East 42 Street & Vanderbilt Avenue,Manhattan,40453.6416,40453.68426,40.75241091,-73.97834787
Fire-Manhole,1451 West Avenue,Bronx,40450.51591,40452.66904,40.8370759,-73.86138947
Fire-High Rise,170-20 130 Avenue,Queens,40451.62373,40451.8822,40.67648805,-73.77138082
Law Enforcement-Suspicious Package,66 Meserole Avenue,Brooklyn,40451.63817,40451.70022,40.72642222,-73.95470665
Fire-3rd Alarm,109 West 112 Street,Manhattan,40446.73596,40450.55568,40.79969205,-73.95207071
Fire-2nd Alarm,129 Ridge Road,Queens,40449.65347,40449.79659,40.77361005,-73.75077832
Law Enforcement-Suspicious Package,West 42 Street & Broadway,Manhattan,40449.75896,40449.78012,40.75580739,-73.98640311
Law Enforcement-Suspicious Package,1211 6 Avenue,Manhattan,40447.87586,40447.89128,40.75839226,-73.98153683
Law Enforcement-Suspicious Package,8 Avenue & West 34 Street,Manhattan,40445.53414,40445.56669,40.75219043,-73.9934636
Fire-2nd Alarm,19 Street & Avenue of the Americas,Manhattan,40441.67712,40442.59118,40.73736069,-73.99683898
Law Enforcement-Suspicious Package,320 East 42 Street,Manhattan,40441.57986,40441.62139,40.74954941,-73.97157085
Law Enforcement-Suspicious Package,East 44th Street & 1st Avenue,Manhattan,40440.49819,40440.50469,40.75011139,-73.96890704
Fire-3rd Alarm,922 2 Ave,Manhattan,40437.80459,40438.23752,40.75415444,-73.96903509
Fire-Haz Mat,82 Broadway,New York City,40436.68063,40436.7356,40.70749166,-74.01189902
Fire-Haz Mat,Lovell Avenue & Ashworth Avenue,Staten Island,40435.56231,40436.00396,,
Law Enforcement-Suspicious Package,Park Avenue South & East 29 Street,Manhattan,40432.53244,40432.57095,40.74394423,-73.98362673
Law Enforcement-Suspicious Package,,Brooklyn,40431.93763,40431.98924,,
Fire-3rd Alarm,3311 Decatur Avenue,Bronx,40430.3255,40430.8251,40.87677263,-73.87339516
Law Enforcement-Other,10 Union Square East,Manhattan,40418.61485,40429.54269,40.73470337,-73.98992554
Fire-1st Alarm,143-40 Roosevelt Ave,Queens,40429.22486,40429.37807,40.76136756,-73.82299818
Law Enforcement-Suspicious Package,120 West 31 street,Manhattan,40428.43362,40428.46019,40.74824049,-73.99000289
Law Enforcement-Other,1425 Madison Avenue,Manhattan,40417.60947,40424.43105,40.78875745,-73.95303195
Law Enforcement-Suspicious Package,9 East 91 St,Manhattan,40415.64529,40422.53528,40.78449663,-73.95754874
Law Enforcement-Suspicious Package,West 33 Street & 7 Avenue,Manhattan,40421.62084,40421.63723,40.75031836,-73.9911106
Fire-Haz Mat,2210  Bartow Avenue,Bronx,40420.92642,40420.98451,40.86899976,-73.82334442
Fire-10-77 (Residential High Rise Fire),1008 St Marks Avenue,Brooklyn,40418.39345,40418.3965,40.67457976,-73.93846853
Fire-1st Alarm,,Brooklyn,40417.95701,40418.05235,,
Fire-1st Alarm,4251 Boston Rd,Bronx,40416.75002,40417.01361,40.88886118,-73.82208005
Law Enforcement-Haz Mat,99 10 Avenue,Manhattan,40410.41046,40416.73831,40.74359659,-74.00715627
Fire-4th Alarm,512 W 136 Street,Manhattan,40407.75177,40415.46682,40.81983571,-73.95239582
Fire-10-76 (Commercial High Rise Fire),1250 6 avenue,Manhattan,40410.97868,40411.04459,40.75960529,-73.98062685
Fire-Explosion,251 East 35th Street,Manhattan,40390.46663,40410.45513,40.7457929,-73.9761991
Fire-Other,225 Cadman Plaza East,Brooklyn,40409.60508,40409.6888,40.69748991,-73.9899492
Law Enforcement-Suspicious Package,1209 Loring AVenue,Brooklyn,40405.46667,40405.5185,40.66709228,-73.86727229
Law Enforcement-Suspicious Package,40 Road & Northern Blvd,Queens,40403.86563,40403.92495,40.75097817,-73.93474183
Medical-Spray/Larvaciding,,Brooklyn,40396.71917,40403.15721,40.619246,-74.115593
Law Enforcement-Suspicious Package,,Queens,40402.68766,40402.80916,40.6444,-73.7827
Fire-Haz Mat,263 Prospect Avenue,Brooklyn,40401.7325,40401.84191,40.66364409,-73.98968396
Law Enforcement-Suspicious Package,480 Knickerbocker Avenue,Brooklyn,40401.53814,40401.59293,40.69846556,-73.91776756
Law Enforcement-Suspicious Package,200 Liberty St,Manhattan,40390.86252,40401.42106,40.71142449,-74.01544187
Fire-2nd Alarm,134-32 Jamaica Avenue,Queens,40400.52299,40401.38329,40.70235923,-73.81852039
Fire-Haz Mat,1752 Bartow Avenue,Bronx,40396.87988,40397.07206,40.86701372,-73.8371682
Fire-1st Alarm,Franklin Avenue  & Fulton Street,Brooklyn,40396.73087,40396.77277,40.68113671,-73.95566761
Law Enforcement-Suspicious Package,Douglass Boulevard and West 117 Street,Manhattan,40396.47845,40396.50265,40.80509755,-73.95487345
Fire-1st Alarm,846 Utica Avenue,Brooklyn,40394.93137,40395.34331,40.65258953,-73.93048458
Law Enforcement-Suspicious Package,567 Tompkins Avenue,Staten Island,40395.3045,40395.3249,40.61227588,-74.071051
Medical-Other,4261 Throgs Neck Expressway,Bronx,40394.3488,40394.74627,40.81851002,-73.80581146
Fire-10-77 (Residential High Rise Fire),2120 Madison Avenue,Manhattan,40394.33855,40394.74399,40.81091341,-73.93687945
Law Enforcement-Suspicious Package,7 Avenue & West 47 Street,Manhattan,40394.43635,40394.62424,40.75919967,-73.98461925
Fire-10-77 (Residential High Rise Fire),1415 Richmond Avenue,Staten Island,40393.92098,40393.99389,40.61362176,-74.1581977
Fire-10-77 (Residential High Rise Fire),801 Co-op City Blvd,Bronx,40389.71869,40392.45633,40.87854743,-73.82804897
Law Enforcement-Suspicious Package,livingston street & smith street,Brooklyn,40388.49598,40388.54359,40.6904686,-73.98789127
Fire-Other,42 street & 1 avenue,Manhattan,40388.44559,40388.54117,40.74879965,-73.96984602
Fire-3rd Alarm,31-23 Crescent St,Queens,40384.48549,40388.4834,40.76505943,-73.92680053
Fire-2nd Alarm,4 E 28th Street,Manhattan,40387.48013,40387.55227,,
Fire-10-77 (Residential High Rise Fire),1308 Loring Avenue,Brooklyn,40387.4773,40387.53999,40.6676884,-73.86301395
Fire-5th Alarm,862 Hunts Point Ave,Bronx,40383.04663,40384.41373,40.81801608,-73.88879652
Fire-10-77 (Residential High Rise Fire),2830 Ocean Parkway,Brooklyn,40383.95887,40384.00125,40.58113427,-73.9674341
Law Enforcement-Suspicious Package,130 Livingston Street,Brooklyn,40382.44811,40382.47307,40.69078159,-73.98875303
Fire-Collapse,224 West 137 Street,Manhattan,40377.55281,40377.57287,40.817002,-73.94372714
Fire-Other,50 West 33rd Street,Manhattan,40376.83279,40376.86263,40.7483911,-73.98654538
Fire-Haz Mat,440 East 53 St,Manhattan,40376.62887,40376.68803,40.75533865,-73.96381528
Fire-1st Alarm,1975 Madison Avenue,Manhattan,40374.60843,40374.64859,40.80658665,-73.94001535
Fire-Other,1581 Park Avenue,Manhattan,40373.85472,40374.3838,40.79735297,-73.9446539
Fire-2nd Alarm,135 Kent Ave,Brooklyn,40370.47679,40370.52971,40.71968111,-73.96239163
Fire-Explosion,1166 6 Ave,Manhattan,40369.4009,40369.44455,40.75700358,-73.98252622
Fire-1st Alarm,1898 Fulton Street,Brooklyn,40367.63688,40368.01715,40.67897352,-73.92367547
Fire-1st Alarm,228 Kingdom Avenue,Staten Island,40365.44178,40365.48454,,
Fire-10-77 (Residential High Rise Fire),443 West 25 Street,Manhattan,40365.0813,40365.20759,40.74849891,-74.00209687
Fire-Haz Mat,250 West 34 St,Manhattan,40364.77581,40364.8542,40.75174572,-73.99242779
Fire-Collapse,2966 Jerome Avenue,Bronx,40363.96337,40364.06506,40.87300427,-73.88952897
Law Enforcement-Suspicious Package,2664 E 14 St,Brooklyn,40361.85598,40361.93911,40.58643304,-73.95501041
Law Enforcement-Other,65 13th Street,Brooklyn,40358.49968,40360.63731,40.67041585,-73.99582558
Law Enforcement-Suspicious Package,1130 Grand Concourse,Bronx,40359.45721,40360.00519,40.83233066,-73.91958961
Law Enforcement-Haz Mat,255 West 36 Street,Manhattan,40353.49794,40359.7797,40.75292862,-73.99120409
Fire-1st Alarm,522 1 avenue,Manhattan,40359.53181,40359.57157,40.74149166,-73.97517216
Law Enforcement-Suspicious Package,East 51 Street & Lexington Avenue,Manhattan,40359.39499,40359.42606,40.75712499,-73.97190691
Law Enforcement-Device,339 Logan Street,Brooklyn,40358.78811,40358.83066,40.67817006,-73.87701333
Fire-Haz Mat,6 Metrotech Center,Brooklyn,40353.61179,40353.79432,40.69437982,-73.98718375
Law Enforcement-Suspicious Package,,Brooklyn,40352.7416,40352.74692,,
Fire-Haz Mat,One New York Plaza,Manhattan,40351.75463,40351.89013,40.70259228,-74.01167093
Law Enforcement-Suspicious Package,65 West 54 Street,Manhattan,40351.52899,40351.5876,40.76187185,-73.97733044
Law Enforcement-Suspicious Package,,Brooklyn,40350.53063,40350.55557,,
Law Enforcement-Haz Mat,147 Street & 26 Avenue,Queens,40348.69234,40348.75396,40.77452069,-73.8196524
Fire-3rd Alarm,300 West 155 Street,Manhattan,40341.80122,40346.57303,40.82924296,-73.93747635
Law Enforcement-Device,89-23 168 Place,Queens,40345.69479,40345.81074,40.70866188,-73.79289403
Law Enforcement-Suspicious Package,1251 Sixth Avenue,Manhattan,40330.52257,40345.585,40.75964372,-73.98062684
Fire-10-76 (Commercial High Rise Fire),,Brooklyn,40344.65078,40344.71339,,
Law Enforcement-Device,31 West 70 Street,Manhattan,40344.48753,40344.53051,40.77535139,-73.97793964
Fire-3rd Alarm,2840 Briggs Avenue,Bronx,40344.20292,40344.34223,,
Law Enforcement-Device,301 East 29th Street,Manhattan,40341.45359,40341.51144,40.74158556,-73.97801217
Fire-2nd Alarm,43-24 Judge St,Queens,40337.88942,40338.17921,40.74352476,-73.87875123
Law Enforcement-Suspicious Package,92-15 Northern Boulevard,Queens,40337.87072,40337.89825,40.75657019,-73.87583626
Fire-1st Alarm,04 West 58th Street,Manhattan,40337.53108,40337.71579,40.76378418,-73.97378847
Fire-1st Alarm,90 Church Street,Manhattan,40336.00672,40336.05896,40.71258614,-74.00977533
Fire-5th Alarm,205 Chestnut Ave,Staten Island,40333.05591,40335.47738,40.61506219,-74.07483592
Fire-3rd Alarm,604 5 Ave,Manhattan,40334.87777,40334.99306,40.75767523,-73.97784082
Fire-3rd Alarm,,Brooklyn,40334.90692,40334.9094,,
Fire-3rd Alarm,2114 Lacombe Ave,Bronx,40334.58953,40334.88471,40.81655597,-73.85008449
Law Enforcement-Suspicious Package,536 Third Avenue,Manhattan,40334.09759,40334.13465,40.74681143,-73.97734278
Law Enforcement-Suspicious Package,,Brooklyn,40333.92956,40333.98135,,
Fire-1st Alarm,,Brooklyn,40332.18148,40332.27287,,
Law Enforcement-Suspicious Package,419 East 36 Street,Manhattan,40331.60185,40331.6255,40.74473242,-73.97175696
Fire-School,6301 Riverdale Avenue,Bronx,40328.3944,40328.54108,40.91282761,-73.90250568
Law Enforcement-Suspicious Package,Park Row  & Beekman Street,Manhattan,40327.65811,40327.67642,40.71173821,-74.00698693
Law Enforcement-Suspicious Package,608 8th Avenue,Manhattan,40326.39679,40326.42912,40.75561296,-73.9909619
Fire-Manhole,51 West 129 Street,Manhattan,40325.32679,40325.77899,40.80976071,-73.94228108
Fire-Manhole,East 57 Street,Manhattan,40324.62313,40325.06015,40.76022264,-73.96746205
Fire-1st Alarm,54 Bartlett Street,Brooklyn,40324.46618,40324.53876,40.70165505,-73.94564581
Law Enforcement-Suspicious Package,Chambers Street & Centre Street,Brooklyn,40322.90823,40322.93023,,
Fire-Sensitive Location,413 East 69th Street,Manhattan,40320.95396,40321.19361,40.76565101,-73.95687485
Law Enforcement-Suspicious Package,88-11 Sutphin Boulevard,Queens,40316.44478,40318.59111,40.70462223,-73.80915121
Law Enforcement-Suspicious Package,421 Empire Blvd,Brooklyn,40315.46844,40318.58924,40.66411303,-73.94776341
Law Enforcement-Suspicious Package,East 188 Street  & Washington Avenue,Bronx,40317.32174,40317.36199,40.85840624,-73.89060158
Fire-10-77 (Residential High Rise Fire),849 Flushing Avenue,Brooklyn,40317.06668,40317.15093,40.7015827,-73.93824886
Law Enforcement-Other,Bowery,Brooklyn,40316.35477,40316.55178,,
Medical-EMS MCI (Multiple Casualty Incident),Interstate 278 EB Exit 29 B  & Tillary Street,Brooklyn,40313.51582,40313.55097,40.69597396,-73.98283793
Law Enforcement-Suspicious Package,East 62 Street,Manhattan,40312.70002,40312.74689,40.76614141,-73.9716468
Fire-10-76 (Commercial High Rise Fire),546 5 Avenue,Manhattan,40311.77119,40311.79338,40.75550444,-73.97942609
Fire-1st Alarm,355 Bard Avenue,Staten Island,40311.51321,40311.56329,,
LawEnforcement-Suspicious Package,,Brooklyn,40311.50069,40311.54756,,
Fire-Haz Mat,Union Turnpike & Park Drive East,Queens,40305.74576,40311.49046,40.71727658,-73.82531578
LawEnforcement-Bomb Threat,1875 East 17 Street,Brooklyn,40310.42946,40310.47444,40.60421499,-73.95544615
Fire-2nd Alarm,422 West 57 St,Manhattan,40309.66071,40309.78127,40.71443007,-74.00609617
LawEnforcement-Suspicious Package,542 West 22 Street,Manhattan,40306.73054,40306.75369,40.71443007,-74.00609617
LawEnforcement-Report of a Bomb Threat,105 Johnson Street,Brooklyn,40302.63256,40302.69777,40.69492589,-73.98601524
LawEnforcement-Suspicious Package,2505 Richmond Avenue,Staten Island,40302.58905,40302.61269,40.58708719,-74.16826266
Fire-10-76 (Commercial High Rise),643 Park Avenue,Manhattan,40301.68638,40301.7567,40.76749043,-73.96644767
Fire-Car Fire,,Queens,40300.08843,40300.10333,,
Fire-Explosion,33-00 47 Ave,Queens,40298.79419,40298.94569,40.74263526,-73.931946
Fire-1st Alarm,2655 Richmond Ave,Staten Island,40298.76671,40298.833,40.58229084,-74.169057
Fire-Manhole,E 31 St & Park Ave South,Manhattan,40298.32806,40298.56862,40.74517924,-73.98272782
Fire-Haz Mat,59 West 73 Street,Manhattan,40297.98563,40298.22071,40.7776431,-73.9771987
Fire-School,1825 Prospect Avenue,Bronx,40297.64881,40297.70478,40.84208396,-73.89111633
LawEnforcement-Suspicious Package,800 Van Siclen Avenue,Brooklyn,40297.39763,40297.51753,40.66010982,-73.88538698
Fire-3rd Alarm,99  Douglas Road,Staten Island,40296.90323,40297.01758,40.6076973,-74.094308
LawEnforcement-Suspicious Package,,Queens,40296.52384,40296.55707,,
Fire-1st Alarm,3035 West 24th Street,Brooklyn,40295.44369,40295.48347,40.57286017,-73.99057268
Fire-Brush,300 Wild Avenue,Staten Island,40291.76355,40291.84209,40.58749367,-74.1909317
LawEnforcement-Suspicious Package,112 Richmond Hill Road,Staten Island,40291.74653,40291.80557,40.58700516,-74.16425166
Fire-5th Alarm,74-09 37 Ave,Queens,40288.74903,40291.64896,40.74899135,-73.89156083
Fire-School,510 Waverly Avenue,Brooklyn,40288.40144,40288.45535,40.68264429,-73.96576204
Fire-1st Alarm,Giffords Lane  & Brower Court,Staten Island,40284.10435,40284.18486,40.55129223,-74.15037108
