Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
Law Enforcement-Suspicious Package,329 Beach 59 Street,Queens,41761.4935,41762.57645,40.59359818,-73.78911835
Fire-2nd Alarm,2537 Decatur Avenue,Bronx,41761.83313,41761.91,40.86216639,-73.89153115
Fire-Collapse,East Houston Street & 1st Avenue,Manhattan,41761.64303,41761.79689,40.722993,-73.988622
Law Enforcement-Suspicious Package,2728 East Tremont Avenue,Bronx,41761.69995,41761.74843,40.84228368,-73.84484323
Fire-Sensitive Location,West 31 Street  & 8 Avenue,Manhattan,41761.40672,41761.46884,40.750281,-73.9948635
Fire-2nd Alarm,102-33 134th street,Queens,41760.66014,41760.79934,40.69181225,-73.81286049
Fire-2nd Alarm,3900 Greystone Avenue,Brooklyn,41758.56965,41758.68324,,
Fire-3rd Alarm,93-20 211 Street,Queens,41757.01214,41758.53039,40.71756078,-73.75035793
Fire-1st Alarm,1295 Madison Avenue,Manhattan,41758.38103,41758.40338,40.7848459,-73.95585785
Fire-School,10701 otis Avenue,Queens,41755.37471,41755.38619,40.74094792,-73.85394157
Fire-3rd Alarm,1732 White Plains Road,Bronx,41755.03272,41755.15884,40.84473437,-73.86591158
Fire-Other,51 Nassau street,Manhattan,41753.78289,41753.81764,40.70902474,-74.00896043
Law Enforcement-Suspicious Package,West 23 Street & 6 Avenue,Manhattan,41753.52523,41753.58209,40.742892,-73.9928115
Fire-2nd Alarm,Hanford Street c/s Maryland RD,Queens,41750.82698,41750.90588,40.760676,-73.744074
Fire-2nd Alarm,218 E. 9th Street,Manhattan,41749.66885,41750.45193,40.72967981,-73.98848297
Fire-2nd Alarm,218 E. 9th Street,Manhattan,41749.66885,41749.78047,40.72967981,-73.98848297
Fire-3rd Alarm,,Brooklyn,41749.45391,41749.65075,,
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,41702.03434,41747.61646,40.68547741,-73.93117632
Fire-3rd Alarm,144-45 41 Avenue,Queens,41745.54749,41745.71981,40.76104395,-73.81976826
Fire-10-76 (Commercial High Rise Fire),520 8th Avenue,Manhattan,41744.65647,41744.90428,,
Fire-2nd Alarm,14-22 Wheatley Street,Queens,41744.18841,41744.28912,40.60870308,-73.74980346
Law Enforcement-Suspicious Package,14 E. 15 Street,Manhattan,41743.71559,41743.72744,40.73649279,-73.99285665
Fire-2nd Alarm,239-10 147th Drive,Queens,41742.79815,41742.99291,,
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,41719.96609,41742.74446,40.82653751,-73.94317387
Fire-5th Alarm,773 St. Nicholas Avenue,Manhattan,41719.96609,41741.92519,40.82653751,-73.94317387
Fire-2nd Alarm,4227 Ely Avenue,bronx,41741.65196,41741.81431,40.89555958,-73.84757349
Fire-2nd Alarm,Middletown Road & Stadium Avenue,Bronx,41741.71052,41741.78686,40.848525,-73.8204705
Fire-2nd Alarm,1318 franklin ave,Bronx,41737.68688,41741.48263,40.83227067,-73.90142593
Law Enforcement-Suspicious Package,east 43 street madison,Manhattan,41740.72951,41740.74987,40.750884,-73.97265076
Fire-2nd Alarm,3269 3rd Avenue,Bronx,41726.22272,41740.45495,40.82483715,-73.90843615
Fire-4th Alarm,1945 63 Street,Brooklyn,41739.64894,41740.41071,40.61835509,-73.98571678
Fire-Other,1 Penn Plaza,Manhattan,41739.5633,41739.6011,40.75167759,-73.99247041
Fire-4th Alarm,721 5th Avenue,Manhattan,41735.75331,41739.46157,40.76257248,-73.97420438
Fire-2nd Alarm,1525 Nelson Avenue,Bronx,41738.63854,41738.80009,40.84533794,-73.92021907
Fire-1st Alarm,13 East 40 street,Manhattan,41738.6127,41738.69571,40.75180219,-73.98083195
Fire-10-77 (Residential High Rise Fire),126 Water Street,Manhattan,41737.52551,41737.91486,40.70544742,-74.00704868
Law Enforcement-Suspicious Package,31 Martling Avenue,Staten Island,41737.56549,41737.6045,40.6239723,-74.11807782
Law Enforcement-Device,281 11th Avenue,Manhattan,41737.40759,41737.52442,40.75240784,-74.00450965
Fire-2nd Alarm,101-51 107 Street,Queens,41736.33904,41736.51873,,
Fire-10-76 (Commercial High Rise Fire),17 State Street,Manhattan,41734.76838,41734.79912,40.70285347,-74.01428143
Fire-2nd Alarm,65-01 Grand Avenue,Queens,41734.26441,41734.61178,40.72312474,-73.9007969
Law Enforcement-Suspicious Package,West 41st Street  & 8th Avenue,Manhattan,41732.4136,41732.50596,40.756572,-73.9902735
Fire-10-77 (Residential High Rise Fire),781 5 avenue,Manhattan,41731.92222,41731.99796,40.76444536,-73.97285333
Law Enforcement-Suspicious Package,182 Street Grand Concourse,Bronx,41731.08861,41731.14922,40.81307199,-73.92979773
Law Enforcement-Suspicious Package,244 East 161 Street,Bronx,41730.79313,41730.8069,40.82577867,-73.9192913
Law Enforcement-Suspicious Package,780 Third Avenue,Manhattan,41723.69046,41730.72389,40.75490589,-73.97147642
Law Enforcement-Haz Mat,1279 E 68th Street,Brooklyn,41721.07632,41730.71442,40.62317569,-73.91527957
Fire-10-77 (Residential High Rise Fire),02 west 13 street,Manhattan,41730.42942,41730.55285,40.7355188,-73.99469145
Fire-Explosion,,Brooklyn,41730.36433,41730.37841,,
Fire-2nd Alarm,615 east 179 street,Bronx,41726.70513,41729.52098,40.84774177,-73.89183844
Fire-2nd Alarm,120-14 179 Street,Queens,41728.59323,41728.66819,,
Fire-2nd Alarm,615 east 179 street,Bronx,41726.70513,41727.05894,40.84774177,-73.89183844
Fire-1st Alarm,Dey Street & Church Street,Manhattan,41726.36586,41726.40149,40.711005,-74.010798
Law Enforcement-Suspicious Package,1841 broadway,Manhattan,41725.64036,41725.67529,40.76916225,-73.98224627
Fire-2nd Alarm,295 Etna Street,Brooklyn,41725.40605,41725.65398,40.68704404,-73.87285667
Fire-2nd Alarm,,Brooklyn,41725.46454,41725.46735,,
Fire-4th Alarm,2000 2nd Avenue,Manhattan,41721.05336,41723.55278,40.78878085,-73.94375789
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,41702.03434,41723.43723,40.68547741,-73.93117632
Fire-2nd Alarm,1333 Prospect Place,Brooklyn,41723.00807,41723.38953,40.67330751,-73.93240403
Fire-Haz Mat,695 Park avenue,New York City,41721.66971,41721.77657,40.76878149,-73.96530463
Fire-2nd Alarm,350 W. 57th Street,Manhattan,41721.13171,41721.24472,40.76750883,-73.9848215
Law Enforcement-Mobilization,,Brooklyn,41719.07824,41719.15193,,
Fire-10-76 (Commercial High Rise Fire),512 7th Avenue,Manhattan,41718.64411,41718.71341,40.75329611,-73.98892657
Fire-2nd Alarm,4415 Third Avenue,Bronx,41717.50418,41717.72598,,
Fire-2nd Alarm,13 Morningstar Road,Staten Island,41716.99748,41717.09964,40.63750281,-74.14487633
Fire-3rd Alarm,55  East 208 Street,Bronx,41716.48904,41716.70867,,
Fire-10-77 (Residential High Rise Fire),340 West 40th Street,Manhattan,41716.51329,41716.58088,40.75668881,-73.99258247
Law Enforcement-Suspicious Package,360 Adams Street,Brooklyn,41709.60873,41716.45454,40.69388817,-73.98912921
Law Enforcement-Suspicious Package,1636 Edison Avenue,Bronx,41714.65936,41714.82168,40.8446512,-73.83274569
Fire-5th Alarm,187-40 Jamaica Ave,Queens,41713.55863,41714.7122,40.71019847,-73.77184725
Fire-Sensitive Location,54 Watts Street,Manhattan,41710.6086,41710.71176,40.72372239,-74.00534008
Law Enforcement-Suspicious Package,32-09 21 street,Queens,41709.72662,41709.75731,40.76505256,-73.93175886
Fire-3rd Alarm,667 Jefferson Avenue,Brooklyn,41702.03434,41709.59946,40.68547741,-73.93117632
Fire-2nd Alarm,41st Avenue & 60th Street,Queens,41707.92763,41708.00377,40.744089,-73.9044
Law Enforcement-Suspicious Package,60 west 23 street,Manhattan,41707.69493,41707.71492,40.74260779,-73.99221407
Fire-2nd Alarm,346 Broadway,New York City,41706.02969,41706.13438,,
Fire-2nd Alarm,2381 Hoffman Street,Bronx,41702.0863,41703.65407,40.85553375,-73.88891492
Fire-Explosion,4683 Park Avenue c/s E 188th street,Bronx,41699.06425,41701.86876,40.8587629,-73.89277032
Fire-2nd Alarm,742 E. 228th St,Bronx,41701.04296,41701.10615,40.88935327,-73.85759248
Fire-Other,957 Eastern parkway,Brooklyn,41699.94748,41700.11176,40.66930447,-73.93648069
Fire-School,956 East 82 Street,Brooklyn,41698.59124,41698.6425,40.63535539,-73.91061206
Law Enforcement-Suspicious Package,338 W. 17th Street,Manhattan,41698.13618,41698.15822,40.74231581,-74.00276252
Fire-2nd Alarm,826 Revere Avenue,Bronx,41697.35245,41698.07017,,
Fire-2nd Alarm,3160 Villa Avenue,Bronx,41697.50806,41698.06889,40.87599101,-73.88710068
Fire-3rd Alarm,964 Belmont Avenue,Brooklyn,41697.08558,41698.06443,40.6739157,-73.87291593
Law Enforcement-Other,410 Atlantic Avenue,Brooklyn,41691.5306,41697.41226,40.68676165,-73.98453385
Law Enforcement-Suspicious Package,3730 Victory Blvd,Staten Island,41696.65317,41696.76912,40.59802074,-74.18067481
Law Enforcement-Suspicious Package,241 East 51 Street,Manhattan,41689.75773,41695.8963,40.75580621,-73.96872245
Fire-2nd Alarm,146 Mulberry Street,New York City,41686.32928,41692.47913,40.71891287,-73.9974524
Fire-2nd Alarm,946 East 98 Street,Brooklyn,41690.79882,41690.91697,40.64761009,-73.90367366
Law Enforcement-Suspicious Package,241 East 51 Street,Manhattan,41689.75773,41689.89939,40.75580621,-73.96872245
Law Enforcement-Other,405 East 54 Street,Manhattan,41681.46286,41689.43744,40.75623821,-73.96393984
Law Enforcement-Suspicious Package,,Bronx,41688.44885,41688.54071,,
Fire-2nd Alarm,1323 Castle Hill Avenue,Bronx,41687.15765,41687.3931,,
Fire-2nd Alarm,146 Mulberry Street,New York City,41686.32928,41686.57749,40.71891287,-73.9974524
Law Enforcement-Suspicious Package,West 40 Street & 6 Avenue,Manhattan,41684.7723,41684.85808,40.753539,-73.98504
Fire-2nd Alarm,225 Macdonough Street,Brooklyn,41682.76856,41682.92681,40.68177434,-73.93714676
Fire-2nd Alarm,167 spring street,Manhattan,41681.72505,41681.98145,40.72465785,-74.00209858
Fire-Other,97-09 150 Street,Queens,41680.90384,41681.02328,40.69836431,-73.80246366
Fire-2nd Alarm,1 West 67th Street,Manhattan,41679.60376,41679.69318,40.77330327,-73.97884312
Fire-1st Alarm,,Brooklyn,41678.94586,41679.18981,,
Fire-1st Alarm,58 Joralemon Street,Brooklyn,41677.56794,41677.6969,40.69352775,-73.9973761
Law Enforcement-Suspicious Package,104 3rd Avenue,Manhattan,41677.66111,41677.66707,40.73251795,-73.98778983
Fire-2nd Alarm,2090 Grand Concourse,Bronx,41675.20763,41675.87045,40.85372257,-73.9023058
Fire-2nd Alarm,,Brooklyn,41675.59069,41675.6606,,
Fire-10-77 (Residential High Rise Fire),145-11 N Conduit Avenue,Queens,41674.69646,41674.91275,40.66701747,-73.79420361
Fire-School,1980 Lafayette Avenue,Bronx,41674.56256,41674.58637,40.82229766,-73.85591721
Fire-4th Alarm,240 East 194 Street,Bronx,41668.98275,41671.3686,40.86511126,-73.89300267
Fire-3rd Alarm,570 Saint Mary's Street,Bronx,41660.84759,41670.8177,40.81031978,-73.91491491
Law Enforcement-Device,Centre Street & Worth Street,Manhattan,41670.49823,41670.53185,40.715154,-74.002131
Law Enforcement-Other,East 94 Street & Foster Ave,Brooklyn,41670.45441,41670.47977,40.646709,-73.9082115
Fire-2nd Alarm,134 Lake Street,Brooklyn,41669.64571,41669.74631,40.60084905,-73.97356607
Law Enforcement-Device,43-31 57 Street,Queens,41665.47907,41665.52775,40.74250219,-73.90815633
Fire-Other,902 73rd Street,Brooklyn,41664.4459,41664.8936,40.62664516,-74.01496224
Fire-3rd Alarm,570 Saint Marys Street,Bronx,41660.84759,41664.66514,40.81031978,-73.91491491
Fire-2nd Alarm,8 West 72 Street,Manhattan,41664.4341,41664.56611,40.77623348,-73.97617364
Law Enforcement-Suspicious Package,Jay Street  & Metrotech,Brooklyn,41664.45819,41664.51388,40.692213,-73.9872945
Fire-1st Alarm,625 8th Avenue,Manhattan,41662.50875,41663.48622,40.75631387,-73.99049892
Fire-2nd Alarm,,Brooklyn,41660.93625,41660.93727,,
Fire-Other,West 34 Street & 7th Avenue,Manhattan,41660.65431,41660.67936,40.750974,-73.990593
Fire-10-76 (Commercial High Rise Fire),25 East 15th Street,Manhattan,41660.35012,41660.40528,40.73604319,-73.99154178
Fire-Explosion,151 Bay 49 Street,Brooklyn,41658.3611,41659.6587,40.5865548,-73.98699971
Fire-2nd Alarm,86-47 Santiago Street,Queens,41658.60412,41658.68542,40.71892674,-73.77439864
Fire-7th Alarm,1547 Commonwealth Avenue,Bronx,41640.24253,41657.76704,40.83944073,-73.86930859
Fire-4th Alarm,3414 Knox Place,Bronx,41634.20241,41657.76657,40.88157494,-73.88386113
Fire-4th Alarm,1686 Clay Avenue,Bronx,41624.23052,41657.56416,40.84387029,-73.90486686
Fire-3rd Alarm,204 East Fordham Road,Bronx,41656.78378,41656.97583,40.86238074,-73.89670482
Fire-Manhole,195 State Street,Brooklyn,41656.38159,41656.82668,40.69017061,-73.99143507
Fire-3rd Alarm,2162 Bath Avenue,Brooklyn,41656.17348,41656.74374,40.59875194,-73.99770857
Fire-2nd Alarm,98 Bleeker Street,Brooklyn,41656.64269,41656.72721,40.69501625,-73.92129827
Fire-10-77 (Residential High Rise Fire),51 Nassau Street,Manhattan,41656.46079,41656.52657,40.70902474,-74.00896043
Fire-2nd Alarm,Brooklyn Avenue and Pacific Street,Brooklyn,41655.55175,41655.80502,40.677327,-73.944216
Fire-Haz Mat,20 Lincoln Center Plaza,Manhattan,41648.54231,41654.95294,40.77243199,-73.982823
Fire-School,55 East 120th Street,Manhattan,41654.47975,41654.50683,40.80236425,-73.94248013
Fire-2nd Alarm,529 56 Street,Brooklyn,41654.04583,41654.38699,40.64128004,-74.0130286
Fire-Haz Mat,1399 Atlantic Avenue,Brooklyn,41653.57546,41653.60727,40.6782265,-73.94350175
Fire-7th Alarm,775 Riverside Drive,Manhattan,41646.59269,41653.40951,40.83479036,-73.94773494
Law Enforcement-Suspicious Package,1000 5 avenue,New York City,41651.22763,41651.27951,40.77874294,-73.96249831
Fire-2nd Alarm,3007 Colden Avenue,Bronx,41651.07781,41651.13984,40.86996401,-73.85950931
Fire-2nd Alarm,39-02 29 Avenue,Queens,41650.54708,41650.83788,40.75342931,-73.93459594
Fire-10-77 (Residential High Rise Fire),88-00 Shore Front Parkway,Queens,41650.48802,41650.70801,40.58493399,-73.81154133
Fire-2nd Alarm,50-68 47th Street,Queens,41647.46156,41647.51734,40.73544316,-73.91932562
Fire-2nd Alarm,,Queens,41643.78778,41647.33403,,
Fire-10-76 (Commercial High Rise Fire),148 Madison street,Manhattan,41646.52464,41646.57667,40.71238559,-73.99291019
Fire-2nd Alarm,273 Edison Street,Staten Island,41646.45594,41646.49898,40.5749106,-74.11140637
Fire-10-76 (Commercial High Rise Fire),,Brooklyn,41646.30983,41646.3853,,
Fire-2nd Alarm,104-08 37 Avenue,Queens,41646.1403,41646.18505,40.75357313,-73.8631529
Fire-2nd Alarm,,Brooklyn,41644.73304,41644.85906,,
Fire-5th Alarm,,Brooklyn,41635.80016,41643.76188,,
Fire-1st Alarm,63 flushing,Brooklyn,41643.48413,41643.50416,,
Fire-4th Alarm,1163 Fulton Street,Brooklyn,41614.23409,41643.47818,40.68105021,-73.95517662
Fire-2nd Alarm,,Brooklyn,41642.93488,41643.01939,,
Fire-3rd Alarm,103-23 113 Street,Queens,41639.81434,41642.35383,,
Fire-3rd Alarm,910 bergen street,Brooklyn,41640.90571,41641.47601,,
Fire-3rd Alarm,910 bergen street,Brooklyn,41640.90571,41641.1759,,
Fire-2nd Alarm,1720 2nd Avneue,Manhattan,41640.45984,41640.5327,,
Fire-2nd Alarm,629 East 89 Street,Brooklyn,41640.15212,41640.27406,,
Fire-2nd Alarm,Zerega Avenue & Waterbury Avenue,Bronx,41639.52132,41639.6248,40.83461941,-73.84629693
Law Enforcement-Suspicious Package,620 West 42 Street,Manhattan,41638.61017,41638.65579,40.76117165,-73.99931516
Law Enforcement-Suspicious Package,,Brooklyn,41638.61124,41638.64544,,
Fire-2nd Alarm,180 Lenox Road,Brooklyn,41638.42517,41638.46252,40.6538655,-73.95402186
Fire-3rd Alarm,99-52 211 Place,Queens,41635.13947,41637.44443,40.71270186,-73.74716384
Fire-2nd Alarm,222 Patchen Avenue,Brooklyn,41636.14434,41636.74762,,
Fire-2nd Alarm,7-03 154 Street,Queens,41636.06922,41636.20451,,
Fire-3rd Alarm,144 West  9th Street,Manhattan,41632.65591,41635.44782,40.73407739,-73.99909933
Fire-2nd Alarm,240 west 54th street,New York City,41634.6974,41634.89019,40.76425781,-73.98310113
Medical-Injured City Worker,149 East Mosholu Parkway North,Bronx,41634.36794,41634.81024,,
Fire-3rd Alarm,795 Garden Street,Bronx,41634.17683,41634.64087,,
Fire-1st Alarm,58-02 Roosevelt Ave,Queens,41632.80929,41632.87164,40.7453555,-73.9063935
Fire-Residential,,Brooklyn,41632.32808,41632.44851,,
Fire-2nd Alarm,,Brooklyn,41629.31045,41629.38931,,
Fire-6th Alarm,565 West 144 Street,Manhattan,41594.64979,41628.50471,40.82561021,-73.95052887
Fire-2nd Alarm,177 Ashford Street,Brooklyn,41628.06307,41628.16719,,
Fire-3rd Alarm,1945 East 14 Street,Brooklyn,41625.10211,41627.76406,40.60228059,-73.95796689
Fire-School,75 West 205 Street,Bronx,41627.52123,41627.53781,,
Fire-2nd Alarm,531 Clove Road c/s Forest Avenue,Staten Island,41627.45899,41627.53727,,
Fire-1st Alarm,150 Malcom X Boulevard,Brooklyn,41627.47531,41627.51626,40.68830322,-73.93017665
Fire-5th Alarm,1486 Watson Avenue,Bronx,41547.6187,41626.48955,40.82577659,-73.88016707
Fire-10-77 (Residential High Rise Fire),18 West 56th Street,Manhattan,41625.5601,41625.6887,40.76274378,-73.97562294
Fire-2nd Alarm,1236 SImpson Street,Bronx,41624.98161,41625.05616,,
Fire-Sensitive Location,137-58 70 Avenue,Queens,41624.72882,41624.81102,40.72852312,-73.8260662
Fire-Hospital,1 Brookdale Plaza,Brooklyn,41624.38868,41624.41679,40.65458673,-73.91275818
Fire-2nd Alarm,80 East 3 Street,Manhattan,41622.89663,41623.07397,,
Fire-2nd Alarm,129 New Dorp Plaza,Staten Island,41622.9437,41623.07366,,
Fire-1st Alarm,106 Fort Washington Ave,Manhattan,41622.37926,41622.44,,
Fire-2nd Alarm,37-54 100th Street,Queens,41620.76372,41620.83654,40.75107621,-73.86650269
Law Enforcement-Other,8301 Shore Road,Brooklyn,41620.46483,41620.58352,40.62790567,-74.03995538
Law Enforcement-Other,,Brooklyn,41620.39715,41620.58282,,
Law Enforcement-Explosion,West 42nd Street  & 8th Avenue,Manhattan,41618.32688,41619.33257,,
Fire-2nd Alarm,4973 Broadway,Manhattan,41616.19249,41616.23637,,
Fire-10-76 (Commercial High Rise Fire),65 Court Street,Brooklyn,41616.0511,41616.09031,,
Fire-2nd Alarm,1651 Nelson Avenue,Bronx,41615.61391,41615.71183,40.84720965,-73.91835959
Fire-Explosion,7 hegeman ave,Brooklyn,41614.54178,41614.73902,,
Law Enforcement-Suspicious Package,Broadway  & Liberty Street,Manhattan,41614.36054,41614.42417,,
Fire-Other,8th Avenue  & West 31st Street,Manhattan,41613.42407,41613.6464,,
Law Enforcement-Other,5800 20 Ave,Brooklyn,41613.33022,41613.49919,,
Fire-10-76 (Commercial High Rise Fire),420 Lexington Ave,Manhattan,41613.40189,41613.46353,,
Fire-Manhole,651 West 168 Street,Manhattan,41604.20387,41611.57698,,
Fire-3rd Alarm,4769 White Plains Road,Bronx,41582.68014,41611.54689,,
Law Enforcement-Other,240 East 123 Street,Manhattan,41611.48377,41611.52869,,
Fire-2nd Alarm,128 East 42nd Street,Brooklyn,41610.47392,41610.58435,,
Fire-1st Alarm,438 West 116 Street,Manhattan,41608.57655,41608.62088,,
Fire-10-77 (Residential High Rise Fire),508 w 114th st,New York City,41606.98615,41608.08035,40.7142694,-74.00596993
Fire-4th Alarm,1516A  Schenectady Avenue,Brooklyn,41603.11139,41607.5111,,
Law Enforcement-Suspicious Package,1 World Trade Center,Manhattan,41607.43485,41607.45324,,
Fire-2nd Alarm,444 Jamaica Avenue,Brooklyn,41606.87726,41607.06582,,
Law Enforcement-Other,213-10 92 Avenue,Queens,41606.63147,41606.67248,,
Fire-1st Alarm,20-57 18 Street,Queens,41606.57051,41606.63156,,
Fire-2nd Alarm,,Manhattan,41604.39208,41605.74344,,
Law Enforcement-Suspicious Package,East 4 & Kings Highway,Brooklyn,41605.32988,41605.36189,,
Fire-Hospital,130 West Kingsbridge Road,Bronx,41604.79649,41604.85766,,
Fire-10-76 (Commercial High Rise Fire),1540 Broadway,Manhattan,41604.69104,41604.76448,,
Fire-2nd Alarm,703 Avenue K,Brooklyn,41604.17801,41604.38623,,
Fire-3rd Alarm,605 West 48 Street,Manhattan,41603.90633,41604.04185,,
Fire-2nd Alarm,2250 Aqueduct Avenue,Bronx,41598.86833,41602.49431,,
Law Enforcement-Suspicious Package,,Brooklyn,41586.54013,41601.82632,,
Fire-4th Alarm,150 Nagle Avenue,Manhattan,41589.42866,41601.3452,,
Fire-3rd Alarm,160-20 108 Ave,Queens,41600.78354,41600.90973,40.6959789,-73.79254977
Fire-Haz Mat,2250 Williamsbridge Road,Bronx,41599.37765,41599.43038,,
Fire-School,1551 West 172 Street,Bronx,41598.49512,41598.58463,,
Fire-2nd Alarm,80-19 91 Avenue,Queens,41597.57524,41597.63419,,
Fire-Collapse,568 Broadway,Manhattan,41596.49596,41597.08704,,
Fire-2nd Alarm,,Brooklyn,41596.08692,41596.36943,,
Fire-2nd Alarm,237 Stanhope Street,Brooklyn,41594.5805,41594.65339,,
Fire-1st Alarm,490 East 91 Street,Manhattan,41568.63329,41594.4008,,
Fire-10-76 (Commercial High Rise Fire),63 Flushing Avenue,Brooklyn,41593.78492,41593.81625,,
Fire-10-76 (Commercial High Rise Fire),501 West 30 Street,Manhattan,41593.63897,41593.70259,,
Fire-2nd Alarm,45 Patchen Avenue,Brooklyn,41591.39111,41593.39297,,
Fire-1st Alarm,295 Flatbush Avenue Extension,Brooklyn,41592.89741,41592.93795,,
